Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU
São Conrado;4;4;4;470;19999.0;6000.0;4000.0
Copacabana;3;0;1;124;4000.0;1500.0;197.0
São Conrado;3;2;1;157;5500.0;1791.0;554.0
Flamengo;3;0;1;100;2500.0;782.0;0.0
Barra da Tijuca;2;1;0;50;1150.0;490.0;0.0
Barra da Tijuca;2;1;2;90;2500.0;990.0;0.0
Recreio dos Bandeirantes;3;2;3;140;2600.0;830.0;200.0
Vila Isabel;1;0;0;36;1000.0;480.0;20.0
Copacabana;2;2;1;98;3900.0;760.0;261.0
Méier;2;1;0;60;1300.0;549.0;39.0
Copacabana;3;1;2;190;5500.0;2600.0;500.0
Ipanema;3;0;0;95;3000.0;885.0;343.0
Ipanema;3;2;1;117;6300.0;2200.0;387.0
Engenho Novo;2;0;0;60;800.0;310.0;17.0
Copacabana;3;1;0;80;2500.0;895.0;209.0
Tanque;2;0;0;60;1100.0;435.0;0.0
Copacabana;3;2;2;123;4200.0;1284.0;310.0
Copacabana;2;0;1;60;2950.0;550.0;118.0
Ipanema;3;1;1;125;4800.0;2107.0;348.0
Pechincha;2;1;0;58;800.0;645.0;0.0
Barra da Tijuca;4;2;2;134;3500.0;1400.0;4300.0
Copacabana;1;0;0;40;2000.0;377.0;77.0
Barra da Tijuca;4;3;4;148;1600.0;1766.0;0.0
Copacabana;3;0;1;105;5200.0;837.0;1336.0
Pavuna;2;1;0;50;600.0;275.0;0.0
Encantado;2;0;0;70;700.0;395.0;16.0
Flamengo;2;1;0;90;3500.0;980.0;200.0
Campo Grande;2;1;0;67;700.0;270.0;0.0
Ipanema;3;0;0;85;3800.0;1060.0;162.0
Ipanema;4;1;1;347;13500.0;2820.0;1097.0
Santa Teresa;2;0;0;66;1600.0;368.0;12.0
Usina;2;1;0;90;1100.0;900.0;820.0
Flamengo;2;0;1;65;2500.0;700.0;35.0
Barra da Tijuca;3;2;3;125;7900.0;2400.0;673.0
Barra da Tijuca;3;1;1;115;2600.0;1700.0;0.0
Ipanema;2;0;0;65;3300.0;300.0;118.0
Laranjeiras;1;1;0;36;1900.0;815.0;0.0
Leme;2;0;0;75;2700.0;878.0;0.0
Piedade;3;1;0;80;900.0;300.0;0.0
São Conrado;4;3;2;457;20000.0;9700.0;2106.0
Copacabana;3;1;1;161;4000.0;1300.0;3058.0
Flamengo;3;0;0;164;3300.0;1258.0;0.0
Recreio dos Bandeirantes;2;0;1;67;1900.0;420.0;15.0
Riachuelo;2;2;1;68;1800.0;350.0;0.0
Jardim Guanabara;2;1;0;75;1500.0;270.0;86.0
Ipanema;3;0;1;140;7200.0;2900.0;500.0
Recreio dos Bandeirantes;4;2;1;200;2950.0;1000.0;350.0
Barra da Tijuca;3;1;1;80;1900.0;1015.0;179.0
São Conrado;4;2;1;186;6000.0;1600.0;310.0
Leblon;3;2;1;119;4000.0;1774.0;417.0
Recreio dos Bandeirantes;2;2;1;113;2300.0;1005.0;258.0
Leblon;2;1;0;95;5200.0;1200.0;0.0
Alto da Boa Vista;3;1;1;150;1000.0;1630.0;0.0
Copacabana;3;2;1;120;4500.0;1300.0;2300.0
Barra da Tijuca;2;1;1;65;1400.0;1045.0;203.0
Andaraí;2;0;0;60;1200.0;300.0;40.0
Tijuca;3;2;0;80;2260.0;800.0;0.0
Campinho;1;0;1;35;660.0;66.0;0.0
Ipanema;4;2;2;300;16000.0;2100.0;0.0
Botafogo;2;0;0;70;2200.0;410.0;70.0
Laranjeiras;2;1;1;95;3100.0;890.0;182.0
Flamengo;2;1;0;100;3700.0;651.0;0.0
Leblon;3;1;1;142;9000.0;1584.0;5293.0
Ilha do Governador;2;1;0;57;1300.0;384.0;48.0
Maracanã;3;1;3;150;3300.0;1070.0;142.0
Barra da Tijuca;3;2;1;140;4500.0;1600.0;406.0
Méier;1;0;0;67;800.0;430.0;0.0
Ipanema;3;1;1;180;8500.0;1650.0;440.0
Barra da Tijuca;4;2;2;170;4500.0;2200.0;400.0
Barra da Tijuca;4;2;1;189;8000.0;2000.0;750.0
Recreio dos Bandeirantes;2;2;1;87;1500.0;503.0;187.0
Todos os Santos;2;1;1;90;1500.0;610.0;0.0
Ipanema;4;1;1;190;10000.0;1500.0;550.0
Rio Comprido;2;1;1;50;1850.0;388.0;367.0
Botafogo;2;1;1;70;3500.0;1720.0;325.0
Recreio dos Bandeirantes;3;4;1;293;2900.0;1340.0;0.0
Barra da Tijuca;4;2;0;140;4500.0;1500.0;0.0
Barra da Tijuca;2;2;1;76;4000.0;1250.0;1500.0
Copacabana;3;1;1;120;2900.0;1120.0;207.0
Maracanã;2;1;0;80;2200.0;750.0;67.0
Barra da Tijuca;2;1;1;106;2800.0;1500.0;250.0
Copacabana;4;1;2;300;4500.0;3200.0;500.0
Barra da Tijuca;2;1;0;72;1700.0;820.0;0.0
Recreio dos Bandeirantes;3;1;2;110;1900.0;1200.0;210.0
Botafogo;3;2;1;622;15000.0;3080.0;1558.0
Centro;1;0;0;48;1300.0;335.0;21.0
Recreio dos Bandeirantes;2;1;1;65;1900.0;594.0;0.0
Ribeira;2;0;1;64;2000.0;300.0;0.0
Méier;2;1;1;53;1200.0;696.0;335.0
Leblon;3;2;3;182;8000.0;2800.0;0.0
Jardim Botânico;3;1;1;120;4000.0;1200.0;210.0
Gamboa;2;1;0;61;1100.0;401.0;0.0
Recreio dos Bandeirantes;2;1;1;68;1600.0;590.0;170.0
Vila Isabel;2;1;0;75;1600.0;650.0;75.0
Engenho Novo;2;1;0;57;1200.0;495.0;339.0
Ipanema;1;0;0;54;2300.0;444.0;0.0
Barra da Tijuca;2;2;1;156;2950.0;1350.0;0.0
Copacabana;2;2;1;100;3600.0;750.0;150.0
Vila Isabel;2;1;0;80;1200.0;440.0;20.0
Humaitá;3;2;1;120;3600.0;1300.0;233.0
Copacabana;4;2;2;241;6300.0;2200.0;0.0
Lagoa;1;0;0;110;4500.0;1200.0;200.0
Copacabana;3;1;1;130;2500.0;1818.0;0.0
Praça Seca;2;0;0;88;800.0;555.0;63.0
Leblon;3;1;1;160;6500.0;2035.0;450.0
Leblon;3;0;0;90;3000.0;1100.0;0.0
Tijuca;4;2;1;150;3500.0;1360.0;368.0
Tijuca;2;0;0;43;1500.0;300.0;0.0
Copacabana;3;1;0;122;2700.0;1500.0;187.0
Ipanema;3;1;0;110;4500.0;2520.0;600.0
Olaria;2;1;0;73;1200.0;384.0;0.0
Barra da Tijuca;4;3;4;370;15000.0;3427.0;800.0
Copacabana;3;1;0;129;5300.0;1850.0;308.0
Cachambi;2;0;0;64;1100.0;690.0;12.0
Leblon;3;3;1;160;15000.0;3000.0;550.0
Tijuca;2;1;1;82;1800.0;798.0;132.0
Cachambi;2;0;0;70;900.0;246.0;17.0
Flamengo;1;0;0;45;2000.0;530.0;0.0
Copacabana;3;1;0;130;3900.0;1600.0;329.0
Tijuca;3;1;1;83;2300.0;1244.0;191.0
Irajá;2;1;0;76;1200.0;20.0;12.0
Ipanema;3;2;1;117;6300.0;2200.0;4500.0
Copacabana;2;1;0;75;2600.0;1032.0;130.0
Ipanema;3;0;1;170;11000.0;2542.0;0.0
Glória;2;1;0;67;2500.0;797.0;74.0
Taquara;2;1;1;85;1000.0;720.0;120.0
Jardim Oceânico;3;2;1;190;6500.0;1500.0;600.0
Jacarepaguá;3;1;1;90;1200.0;400.0;60.0
Copacabana;4;1;2;303;8500.0;2279.0;805.0
Recreio dos Bandeirantes;2;1;1;85;2400.0;746.0;120.0
Gávea;3;1;1;150;4500.0;1346.0;316.0
Ipanema;2;1;1;160;4200.0;1500.0;400.0
Copacabana;1;0;0;20;1100.0;400.0;0.0
Barra da Tijuca;4;3;3;160;8500.0;2300.0;250.0
Copacabana;3;1;0;140;3500.0;1300.0;330.0
Rio Comprido;1;0;0;39;1200.0;250.0;15.0
Jacarepaguá;3;1;1;85;2100.0;735.0;65.0
Madureira;2;0;0;50;630.0;290.0;0.0
Barra da Tijuca;3;3;3;290;18000.0;3500.0;1200.0
Barra da Tijuca;4;2;1;158;5500.0;1870.0;0.0
Freguesia (Jacarepaguá);1;1;0;49;950.0;430.0;35.0
Copacabana;1;0;0;30;2250.0;650.0;55.0
Botafogo;3;1;0;120;3600.0;1050.0;210.0
Cachambi;2;1;0;70;1300.0;700.0;52.0
Freguesia (Jacarepaguá);3;1;1;78;1800.0;850.0;121.0
Jardim Botânico;3;2;1;160;6300.0;1178.0;0.0
Freguesia (Jacarepaguá);3;3;1;107;2250.0;1085.0;150.0
Todos os Santos;2;1;0;63;1000.0;472.0;0.0
Tijuca;2;0;0;70;1600.0;520.0;0.0
Recreio dos Bandeirantes;4;4;2;162;2000.0;1400.0;380.0
Humaitá;2;1;0;75;3125.0;760.0;0.0
Estácio;1;1;1;32;1000.0;410.0;21.0
Honório Gurgel;2;1;1;60;700.0;200.0;0.0
Copacabana;2;0;1;80;3500.0;580.0;2000.0
Catete;2;0;0;80;1800.0;519.0;89.0
Barra da Tijuca;3;2;2;140;6000.0;1890.0;6800.0
Barra da Tijuca;3;3;1;500;15000.0;5270.0;2300.0
Copacabana;3;0;1;100;3500.0;1200.0;250.0
Botafogo;2;1;1;136;4200.0;1050.0;1740.0
Copacabana;3;0;1;140;3500.0;1050.0;120.0
Copacabana;1;0;1;43;1600.0;600.0;25.0
Turiaçu;2;0;0;50;650.0;86.0;0.0
Barra da Tijuca;2;2;1;100;6000.0;1500.0;300.0
Catete;3;1;1;115;3100.0;1380.0;0.0
São Conrado;4;3;0;260;8500.0;3650.0;1170.0
Tijuca;3;0;0;70;2000.0;442.0;70.0
Ipanema;3;3;1;300;22000.0;4000.0;1832.0
Ipanema;3;1;1;125;4800.0;2107.0;348.0
Engenho Novo;2;1;0;78;750.0;902.0;42.0
Barra da Tijuca;3;2;1;165;6500.0;1400.0;0.0
Ipanema;3;1;1;145;8000.0;1510.0;588.0
Barra da Tijuca;3;3;1;128;3300.0;1500.0;200.0
Tijuca;2;1;0;70;1900.0;840.0;0.0
Tijuca;3;1;1;150;2400.0;966.0;0.0
Barra da Tijuca;5;2;5;330;8000.0;2000.0;5000.0
Ipanema;4;1;1;148;7500.0;2300.0;0.0
Freguesia (Jacarepaguá);2;1;1;64;1500.0;630.0;0.0
Barra da Tijuca;4;2;1;120;3000.0;2150.0;3100.0
Ipanema;4;2;1;260;14700.0;3100.0;900.0
Andaraí;2;1;0;64;1200.0;660.0;72.0
Copacabana;1;0;1;30;1700.0;500.0;200.0
Gávea;3;2;1;120;6000.0;1023.0;0.0
Botafogo;2;1;1;82;4520.0;1140.0;197.0
Andaraí;1;0;0;40;1250.0;565.0;21.0
Jacarepaguá;2;1;2;67;1750.0;1156.0;46.0
Copacabana;4;1;1;330;10000.0;2800.0;0.0
Recreio dos Bandeirantes;2;1;1;67;1500.0;621.0;101.0
Recreio dos Bandeirantes;3;1;1;90;1300.0;700.0;165.0
Leblon;1;1;0;55;4000.0;1000.0;0.0
Vila da Penha;3;2;0;95;1400.0;320.0;0.0
Icaraí;3;1;1;169;1800.0;1000.0;300.0
Anil;3;3;1;295;4000.0;1580.0;2300.0
Barra da Tijuca;4;2;1;286;7500.0;3200.0;600.0
Recreio dos Bandeirantes;3;2;1;82;1700.0;576.0;165.0
Humaitá;3;1;0;90;2200.0;990.0;180.0
Ipanema;4;1;2;200;13500.0;1700.0;631.0
Leblon;3;1;3;190;15000.0;2000.0;550.0
Jacarepaguá;3;2;1;110;3700.0;1300.0;133.0
Ipanema;3;1;1;145;9000.0;1450.0;360.0
Taquara;2;1;0;39;1000.0;362.0;13.0
Tijuca;2;1;0;60;1500.0;485.0;15.0
Ipanema;2;2;1;147;7500.0;1889.0;686.0
Praça Seca;2;1;0;92;1350.0;580.0;601.0
Copacabana;1;0;0;50;1800.0;620.0;73.0
Leblon;2;1;2;89;6500.0;1097.0;281.0
Barra da Tijuca;2;1;1;65;2200.0;1092.0;165.0
Vila da Penha;2;0;0;63;1000.0;250.0;0.0
Copacabana;1;0;0;52;1850.0;600.0;0.0
Barra da Tijuca;2;1;1;67;1900.0;620.0;125.0
Leblon;2;0;0;52;3000.0;680.0;0.0
Taquara;2;1;1;60;850.0;521.0;0.0
Barra da Tijuca;2;2;1;140;5000.0;1400.0;175.0
Leblon;2;1;1;85;4000.0;1050.0;230.0
Freguesia (Jacarepaguá);2;2;1;128;2800.0;1000.0;240.0
Barra da Tijuca;2;1;1;70;1750.0;635.0;13.0
Barra da Tijuca;5;4;5;400;10000.0;2000.0;0.0
Tijuca;3;1;1;120;2100.0;770.0;157.0
Ipanema;4;2;1;240;25000.0;2848.0;15057.0
Leblon;3;2;1;180;7200.0;2230.0;703.0
Flamengo;1;0;1;33;1200.0;350.0;0.0
Barra da Tijuca;2;1;0;53;1000.0;659.0;0.0
Rocha;2;1;0;71;1000.0;338.0;0.0
Recreio dos Bandeirantes;2;2;1;89;1500.0;860.0;0.0
Jacarepaguá;2;1;1;78;1600.0;697.0;70.0
Barra da Tijuca;3;2;1;113;2700.0;1640.0;276.0
Barra da Tijuca;2;2;1;97;2700.0;1519.0;265.0
Lagoa;4;2;1;164;5100.0;3283.0;0.0
Copacabana;3;0;0;100;4000.0;1100.0;160.0
Glória;1;0;0;60;1200.0;550.0;70.0
Recreio dos Bandeirantes;3;2;1;90;1600.0;563.0;193.0
Copacabana;2;0;0;61;2100.0;560.0;25.0
Vista Alegre;2;0;0;76;1300.0;150.0;0.0
Recreio dos Bandeirantes;2;1;1;59;1800.0;700.0;79.0
Laranjeiras;2;0;0;65;2200.0;750.0;87.0
Laranjeiras;2;1;1;90;2600.0;1155.0;140.0
Maracanã;2;0;0;58;1150.0;150.0;0.0
Botafogo;1;1;0;60;2150.0;903.0;131.0
Jardim Botânico;4;3;1;220;12000.0;3300.0;641.0
Tijuca;2;0;0;70;2200.0;532.0;45.0
Camorim;2;1;1;60;1600.0;320.0;10.0
Barra da Tijuca;2;1;0;68;1500.0;680.0;100.0
Pechincha;2;1;1;62;800.0;622.0;84.0
Recreio dos Bandeirantes;3;2;2;90;1950.0;715.0;154.0
Recreio dos Bandeirantes;2;1;1;68;1750.0;679.0;80.0
Ipanema;3;1;1;110;5500.0;1200.0;390.0
Jacarepaguá;3;2;1;118;4000.0;1350.0;150.0
Barra da Tijuca;4;6;4;400;12000.0;5000.0;1964.0
Taquara;2;1;2;80;1450.0;564.0;87.0
Recreio dos Bandeirantes;3;2;3;162;4000.0;550.0;417.0
Ipanema;3;1;1;150;6000.0;1700.0;591.0
Flamengo;1;0;0;18;1000.0;373.0;29.0
Méier;3;1;1;100;1950.0;87.0;0.0
Lins de Vasconcelos;2;1;0;75;800.0;570.0;0.0
Copacabana;3;0;0;103;3800.0;1400.0;200.0
Laranjeiras;3;1;0;120;3000.0;1000.0;170.0
Flamengo;2;1;0;109;4000.0;1250.0;266.0
Recreio dos Bandeirantes;2;1;2;100;3000.0;762.0;0.0
Tijuca;3;0;0;90;1650.0;1000.0;172.0
Praça Seca;2;0;0;68;680.0;250.0;0.0
Lagoa;2;2;1;110;3800.0;670.0;400.0
Gávea;3;1;1;170;6800.0;1850.0;260.0
Barra da Tijuca;2;1;1;84;2300.0;1272.0;1854.0
Copacabana;4;1;1;330;13000.0;2800.0;0.0
Lagoa;4;2;1;131;5500.0;1477.0;434.0
Botafogo;2;1;0;73;2100.0;791.0;128.0
Ipanema;3;0;1;160;23000.0;3300.0;0.0
Leblon;3;1;1;130;7000.0;1730.0;560.0
Copacabana;2;0;0;83;3200.0;740.0;179.0
Água Santa;2;0;0;60;850.0;120.0;13.0
Leblon;2;1;1;80;4500.0;1400.0;0.0
Copacabana;3;1;0;220;9500.0;2065.0;740.0
Copacabana;1;0;0;40;1500.0;550.0;48.0
Leblon;3;0;0;110;3950.0;769.0;207.0
Barra da Tijuca;4;4;4;341;10800.0;3700.0;0.0
Lagoa;3;1;0;79;4100.0;1230.0;186.0
Méier;1;0;0;40;700.0;355.0;17.0
Leme;2;0;0;75;2800.0;878.0;0.0
Flamengo;3;1;0;110;3000.0;700.0;150.0
Barra da Tijuca;3;4;3;410;11000.0;3033.0;969.0
Barra da Tijuca;2;0;1;90;6000.0;3067.0;275.0
Barra da Tijuca;2;1;1;78;1100.0;970.0;1.0
Recreio dos Bandeirantes;2;1;1;105;2300.0;649.0;156.0
Leblon;3;1;1;130;5600.0;2600.0;0.0
Copacabana;3;0;1;132;4000.0;1000.0;2100.0
Freguesia (Jacarepaguá);2;1;1;75;1600.0;900.0;125.0
Barra da Tijuca;4;2;1;161;4000.0;2163.0;348.0
Campo Grande;2;1;0;48;550.0;292.0;0.0
Tijuca;4;2;2;153;3500.0;1600.0;300.0
Botafogo;3;2;1;110;3500.0;1400.0;180.0
Laranjeiras;3;1;1;105;3000.0;1200.0;192.0
Recreio dos Bandeirantes;4;2;1;200;4500.0;1000.0;0.0
Centro;1;0;0;35;1200.0;676.0;27.0
Botafogo;1;0;1;40;2400.0;353.0;0.0
Barra da Tijuca;1;1;0;60;2300.0;1000.0;0.0
São Francisco Xavier;2;1;0;48;1500.0;470.0;13.0
Tijuca;4;3;2;130;2600.0;1100.0;240.0
Recreio dos Bandeirantes;2;1;0;90;1800.0;880.0;177.0
Recreio dos Bandeirantes;1;1;0;58;1500.0;1035.0;0.0
Barra da Tijuca;3;2;3;105;3500.0;1500.0;270.0
Barra da Tijuca;3;2;1;140;4500.0;1600.0;0.0
Freguesia (Jacarepaguá);2;1;0;64;1000.0;540.0;60.0
Barra da Tijuca;3;2;2;175;3000.0;1989.0;647.0
Vidigal;1;1;1;84;3000.0;1194.0;85.0
Leme;2;0;0;46;2200.0;450.0;25.0
Barra da Tijuca;2;1;1;115;4500.0;2630.0;570.0
Tijuca;2;1;1;110;2900.0;748.0;20.0
Leblon;3;3;1;250;17000.0;5355.0;1200.0
Barra da Tijuca;2;1;0;81;4000.0;1000.0;0.0
São Cristóvão;2;1;1;60;1700.0;620.0;0.0
São Conrado;3;3;2;196;6400.0;3925.0;776.0
Tijuca;2;1;0;56;1400.0;793.0;48.0
Tijuca;3;1;1;108;3500.0;1222.0;196.0
Méier;2;0;0;77;1300.0;630.0;64.0
Barra da Tijuca;4;4;4;360;12009.0;3500.0;0.0
Barra da Tijuca;2;1;1;65;1500.0;1450.0;100.0
Copacabana;2;0;0;56;2400.0;680.0;98.0
Copacabana;4;2;1;300;9000.0;3500.0;900.0
Flamengo;3;1;0;110;3300.0;1200.0;250.0
Copacabana;2;0;0;72;2300.0;850.0;100.0
Recreio dos Bandeirantes;2;1;1;73;1400.0;950.0;107.0
Ipanema;3;2;1;170;7000.0;3400.0;650.0
Copacabana;3;1;0;170;4000.0;1900.0;235.0
Barra da Tijuca;2;2;1;80;2200.0;1493.0;3300.0
Barra da Tijuca;2;1;0;68;2700.0;1122.0;0.0
São Conrado;1;0;1;80;2700.0;1188.0;230.0
Pechincha;1;1;0;50;600.0;500.0;20.0
Jardim Botânico;2;0;0;65;2300.0;812.0;0.0
Botafogo;2;2;1;79;4500.0;732.0;101.0
Leblon;3;1;0;101;4700.0;1350.0;0.0
Glória;2;1;0;72;2200.0;610.0;119.0
Ipanema;2;0;1;75;5200.0;476.0;120.0
Copacabana;3;0;0;85;3200.0;900.0;180.0
Ilha do Governador;2;1;0;60;1700.0;560.0;0.0
Copacabana;3;1;1;103;4500.0;1350.0;170.0
Ipanema;2;0;0;94;3500.0;250.0;315.0
Tijuca;2;1;1;85;3300.0;730.0;192.0
Recreio dos Bandeirantes;2;2;1;80;1600.0;850.0;15530.0
Recreio dos Bandeirantes;2;1;1;67;1400.0;875.0;100.0
Leme;2;0;0;80;2600.0;720.0;205.0
Ipanema;3;2;1;200;9500.0;3600.0;1500.0
Ipanema;3;1;1;140;7200.0;2900.0;505.0
Barra da Tijuca;5;5;4;740;30000.0;6600.0;3200.0
Barra da Tijuca;4;2;1;287;9500.0;2900.0;500.0
Leblon;1;0;0;40;2900.0;380.0;0.0
Ipanema;1;0;0;68;6000.0;966.0;61.0
Copacabana;3;0;0;120;2800.0;1100.0;120.0
Botafogo;3;1;1;94;5600.0;1212.0;215.0
Copacabana;3;0;0;110;3500.0;1000.0;195.0
Ipanema;3;1;1;135;5000.0;1700.0;2500.0
Barra da Tijuca;4;3;4;234;9800.0;3430.0;0.0
Ipanema;3;1;0;80;3900.0;1100.0;215.0
Recreio dos Bandeirantes;3;1;1;81;2200.0;790.0;0.0
Tijuca;2;1;1;86;2000.0;715.0;167.0
Copacabana;3;0;0;120;3000.0;1250.0;300.0
Barra da Tijuca;3;2;3;145;2900.0;1800.0;350.0
Barra da Tijuca;3;3;1;175;4000.0;1600.0;375.0
Barra da Tijuca;2;1;1;90;3300.0;962.0;0.0
Lagoa;4;3;4;200;25000.0;3710.0;980.0
Leblon;4;2;1;160;11000.0;2100.0;400.0
Barra da Tijuca;5;4;5;555;35000.0;7500.0;0.0
Copacabana;2;0;0;95;3100.0;1000.0;800.0
Barra da Tijuca;4;3;2;356;5900.0;3500.0;0.0
Botafogo;3;2;1;240;8000.0;2300.0;495.0
Jardim Guanabara;3;1;1;100;2000.0;625.0;1380.0
Centro;1;0;0;48;800.0;80.0;0.0
Barra da Tijuca;4;2;4;158;5500.0;1600.0;550.0
Copacabana;3;1;0;152;3000.0;1340.0;315.0
Campo Grande;2;1;0;45;500.0;250.0;0.0
São Cristóvão;2;0;0;90;1300.0;350.0;15.0
Barra da Tijuca;2;1;1;104;5500.0;2700.0;654.0
Recreio dos Bandeirantes;3;2;1;98;1900.0;532.0;230.0
Lagoa;3;2;1;110;5500.0;1600.0;516.0
Barra da Tijuca;2;1;1;90;2500.0;1100.0;130.0
Leblon;1;0;0;32;2500.0;280.0;61.0
Lagoa;2;1;1;75;3000.0;900.0;0.0
Barra da Tijuca;2;1;1;79;2000.0;800.0;140.0
Leblon;3;1;0;82;3400.0;1287.0;1333.0
Flamengo;3;1;1;114;3800.0;1210.0;250.0
Copacabana;3;1;0;120;4000.0;1300.0;238.0
Copacabana;3;2;2;226;7000.0;1600.0;430.0
Botafogo;2;1;0;90;2900.0;930.0;194.0
Leblon;2;1;1;84;7500.0;1200.0;230.0
Botafogo;2;1;1;136;3900.0;1250.0;186.0
Leblon;4;1;2;250;17000.0;6000.0;772.0
Barra da Tijuca;2;1;0;72;1600.0;1845.0;178.0
Curicica;2;1;1;60;1300.0;669.0;80.0
Flamengo;2;1;0;80;3200.0;750.0;75.0
São Cristóvão;2;0;1;75;1800.0;480.0;80.0
Recreio dos Bandeirantes;4;6;2;369;12000.0;1616.0;980.0
Barra da Tijuca;3;2;3;127;6000.0;1700.0;300.0
Barra da Tijuca;4;3;4;164;6500.0;1900.0;0.0
Glória;3;0;1;90;2800.0;610.0;117.0
Copacabana;3;1;0;140;3700.0;1347.0;330.0
Copacabana;3;0;0;148;3000.0;1380.0;286.0
Ipanema;2;0;2;80;13000.0;3900.0;4000.0
Barra da Tijuca;4;2;2;245;6500.0;3150.0;660.0
Méier;2;1;0;60;1000.0;510.0;14.0
Recreio dos Bandeirantes;4;2;1;110;3000.0;820.0;3000.0
Copacabana;3;1;1;190;8500.0;1296.0;305.0
Recreio dos Bandeirantes;2;1;2;75;1700.0;1020.0;170.0
Copacabana;5;2;1;420;10000.0;4040.0;706.0
Barra da Tijuca;3;2;3;130;3200.0;1800.0;420.0
Vigário Geral;3;0;0;80;800.0;260.0;0.0
Barra da Tijuca;4;2;1;220;7000.0;1700.0;0.0
Leblon;3;1;3;280;40000.0;1200.0;510.0
Tijuca;2;1;1;98;2700.0;1013.0;0.0
Pedra de Guaratiba;3;0;0;60;900.0;370.0;0.0
Barra da Tijuca;2;2;2;120;3350.0;1600.0;650.0
Barra da Tijuca;2;1;1;78;3500.0;1000.0;50.0
Recreio dos Bandeirantes;2;2;2;145;2700.0;900.0;300.0
Copacabana;1;0;0;65;2200.0;650.0;130.0
Copacabana;2;0;0;76;2300.0;1045.0;122.0
Gávea;3;1;1;95;4800.0;1451.0;190.0
Vila Isabel;2;1;1;80;1900.0;950.0;80.0
Leblon;2;1;2;90;6000.0;1100.0;300.0
Tijuca;3;1;1;99;1800.0;800.0;60.0
Ipanema;3;2;1;160;6000.0;2200.0;368.0
Lagoa;3;2;1;400;16000.0;3840.0;1820.0
Copacabana;1;0;0;46;2000.0;631.0;0.0
Tijuca;2;0;0;59;1100.0;514.0;50.0
Recreio dos Bandeirantes;3;2;1;120;2500.0;600.0;244.0
Ipanema;3;1;1;120;5000.0;2905.0;621.0
Grajaú;2;1;1;75;1700.0;840.0;71.0
Copacabana;2;2;1;71;2300.0;645.0;0.0
Jacarepaguá;2;1;1;75;1300.0;699.0;69.0
Tijuca;1;1;0;50;1600.0;560.0;20.0
Barra da Tijuca;3;3;3;248;3800.0;3857.0;1462.0
Tijuca;3;1;0;90;1800.0;823.0;130.0
Barra da Tijuca;4;2;2;300;5500.0;1150.0;7750.0
Barra da Tijuca;3;2;1;106;4500.0;1535.0;620.0
Recreio dos Bandeirantes;2;1;1;90;1950.0;950.0;110.0
Vila da Penha;2;1;1;60;1500.0;200.0;0.0
Laranjeiras;2;1;0;75;2200.0;895.0;107.0
Copacabana;3;2;3;350;20000.0;4138.0;1153.0
Ipanema;3;1;1;190;9000.0;1702.0;0.0
Lagoa;3;2;1;110;5000.0;1560.0;477.0
Gávea;2;0;0;65;2500.0;910.0;132.0
Gávea;3;1;1;160;7000.0;2000.0;480.0
Laranjeiras;3;1;0;84;2500.0;761.0;153.0
Flamengo;1;0;1;31;2100.0;470.0;27.0
Engenho Novo;1;1;0;45;590.0;270.0;16.0
Barra da Tijuca;2;1;1;90;4500.0;860.0;0.0
Taquara;2;1;0;80;1100.0;650.0;50.0
Botafogo;2;1;0;60;2000.0;800.0;100.0
Freguesia (Jacarepaguá);2;1;0;81;1700.0;612.0;92.0
Laranjeiras;2;1;1;78;3800.0;1300.0;195.0
Copacabana;3;0;0;120;3600.0;1000.0;211.0
Cachambi;3;1;1;74;1200.0;693.0;0.0
Barra da Tijuca;4;2;1;189;8000.0;2200.0;660.0
Freguesia (Jacarepaguá);3;2;2;180;2500.0;1096.0;187.0
Ipanema;2;2;2;90;4900.0;2300.0;364.0
Barra da Tijuca;3;2;1;119;4200.0;1759.0;414.0
Recreio dos Bandeirantes;2;0;1;264;3500.0;1590.0;642.0
Botafogo;2;0;1;40;1800.0;720.0;105.0
Barra da Tijuca;1;1;0;60;1800.0;2079.0;339.0
Botafogo;2;1;1;78;4350.0;1100.0;244.0
Rio Comprido;3;0;0;160;2000.0;850.0;1200.0
Copacabana;1;0;0;37;1300.0;522.0;58.0
Botafogo;3;2;1;170;4000.0;1900.0;300.0
Flamengo;1;0;0;32;1200.0;360.0;25.0
Copacabana;3;0;1;118;6500.0;950.0;200.0
Maracanã;2;1;1;57;1300.0;780.0;49.0
Copacabana;1;0;0;45;1600.0;450.0;20.0
Barra da Tijuca;2;2;1;140;2100.0;1200.0;0.0
Lagoa;3;1;1;150;5500.0;1180.0;357.0
Portuguesa;2;1;0;43;1000.0;240.0;25.0
Botafogo;3;1;1;94;4100.0;1040.0;296.0
Piedade;2;1;0;46;700.0;502.0;0.0
Jardim Botânico;3;2;2;230;7500.0;1680.0;500.0
Laranjeiras;1;0;0;36;1500.0;391.0;0.0
Lagoa;3;1;1;110;4000.0;1726.0;382.0
Flamengo;2;1;1;100;3100.0;852.0;136.0
Tijuca;2;1;0;57;1400.0;495.0;49.0
São Cristóvão;2;0;0;60;1300.0;290.0;73.0
Recreio dos Bandeirantes;3;4;3;730;15000.0;2950.0;3452.0
Pechincha;2;1;1;64;1200.0;700.0;0.0
Tijuca;2;0;0;65;1900.0;580.0;87.0
Barra da Tijuca;4;3;4;256;8200.0;2900.0;0.0
